word1	word2	word1(sense)	word2(sense)	POS	mean	sd	type
아웃코너	인코너	아웃코너001	인코너001	명사	4.03	1.08	반대말
아웃풋	인풋	아웃풋003	인풋001	명사	4.05	0.98	반대말
아웃플레이어	인플레이어	아웃플레이어001	인플레이어001	명사	3.86	1.19	반대말
아유	속유	아유005	속유001	명사	3.78	1.08	반대말
아이아버지	아이어머니	아이아버지002	아이어머니002	명사	3.71	1.36	반대말
아이아비	아이어미	아이아비002	아이어미002	명사	3.69	1.35	반대말
아이아이	아이리스아웃	아이아이002	아이리스아웃001	명사	3.74	1.04	반대말
아이아이	아이오	아이아이002	아이오001	명사	3.55	1.13	반대말
아이어머니	아이아버지	아이어머니001	아이아버지001	명사	3.84	1.11	반대말
아이어멈	아이아범	아이어멈001	아이아범001	명사	3.75	1.11	반대말
아이어미	아이아비	아이어미001	아이아비001	명사	3.68	1.18	반대말
아이에프오	미확인물체	아이에프오001	미확인물체001	명사	3.71	1.19	반대말
아이에프오	미확인비행물체	아이에프오001	미확인비행물체001	명사	3.69	1.23	반대말
아이오	아이리스인	아이오001	아이리스인001	명사	3.62	1.13	반대말
아자	성인	아자002	성인001	명사	3.63	1.19	반대말
아저씨	아주머니	아저씨001	아주머니001	명사	3.65	1.33	반대말
아저씨	아주머니	아저씨003	아주머니003	명사	3.95	1.14	반대말
아침	저녁	아침001	저녁001	명사	4.01	1.09	반대말
아침노을	만하	아침노을001	만하002	명사	3.7	1.12	반대말
아침노을	석하	아침노을001	석하002	명사	3.91	1.03	반대말
아프레게르	아방게르	아프레게르001	아방게르001	명사	3.47	1.17	반대말
아프레게르	전전파	아프레게르001	전전파001	명사	3.44	1.31	반대말
악	선	악005	선014	명사	4.2	0.98	반대말
악감	호감정	악감001	호감정001	명사	3.87	1.07	반대말
악공	가시어머니	악공001	가시어머니001	명사	3.61	1.27	반대말
악공	장모	악공001	장모001	명사	3.55	1.26	반대말
악공	처모	악공001	처모001	명사	3.53	1.28	반대말
악녀	선녀	악녀001	선녀002	명사	3.9	1.11	반대말
악담하다	덕담하다	악담하다001	덕담하다001	동사	4.12	0.96	반대말
악무한	진무한	악무한001	진무한001	명사	3.83	1.15	반대말
악법	양법	악법001	양법001	명사	4	1.07	반대말
악법	양방	악법002	양방001	명사	3.83	1.12	반대말
악법	양법	악법002	양법002	명사	3.8	1.16	반대말
악세	유년	악세003	유년002	명사	3.63	1.24	반대말
악세	풍년	악세003	풍년001	명사	3.77	1.08	반대말
악속	양풍	악속001	양풍001	명사	3.65	1.14	반대말
악송	양송	악송001	양송001	명사	3.69	1.15	반대말
악식하다	미식하다	악식하다001	미식하다003	동사	3.87	1.15	반대말
악식하다	호식하다	악식하다001	호식하다001	동사	3.89	1.06	반대말
악신	선신	악신003	선신002	명사	3.92	1.07	반대말
악약	양약	악약001	양약001	명사	3.85	1.18	반대말
악연	선연	악연003	선연004	명사	3.97	1.11	반대말
악영향	호영향	악영향001	호영향001	명사	4.01	1.07	반대말
악옹	가시어머니	악옹001	가시어머니001	명사	3.71	1.18	반대말
악옹	장모	악옹001	장모001	명사	3.75	1.11	반대말
악옹	처모	악옹001	처모001	명사	3.65	1.13	반대말
악용	선용	악용001	선용006	명사	4.05	1.07	반대말
악용되다	선용되다	악용되다001	선용되다001	동사	4.01	1.05	반대말
악운	수	악운003	수034	명사	3.65	1.16	반대말
악운	이운	악운003	이운001	명사	3.9	1.13	반대말
악음	시끄러운음	악음001	시끄러운음001	명사	3.26	1.34	반대말
악음	조음	악음001	조음007	명사	3.1	1.28	반대말
악의악식하다	호의호식하다	악의악식하다001	호의호식하다001	동사	3.89	1.04	반대말
악인	선인	악인001	선인011	명사	4.21	0.97	반대말
악인	선자	악인001	선자011	명사	3.87	1.15	반대말
악자	선인	악자003	선인011	명사	3.84	1.19	반대말
악장	가시어머니	악장001	가시어머니001	명사	3.61	1.13	반대말
악장	장모	악장001	장모001	명사	3.37	1.31	반대말
악장	처모	악장001	처모001	명사	3.49	1.15	반대말
악질	양질	악질003	양질001	명사	3.88	1.2	반대말
악처	양처	악처001	양처001	명사	3.81	1.15	반대말
악평하다	호평하다	악평하다001	호평하다001	동사	4.08	1	반대말
악행	선행	악행001	선행004	명사	4.19	0.98	반대말
악행위	선행	악행위001	선행004	명사	4.1	0.98	반대말
악화	호전	악화001	호전005	명사	4	1.08	반대말
악화되다	호전되다	악화되다001	호전되다001	동사	4.19	0.95	반대말
악화하다	호전하다	악화하다001	호전하다002	동사	4.11	1.01	반대말
악화하다	호전하다	악화하다002	호전하다003	동사	4.03	1.03	반대말
안	겉감	안004	겉감001	명사	3.79	1.2	반대말
안각	밭각	안각001	밭각002	명사	3.83	1.14	반대말
안각	외각	안각001	외각002	명사	3.87	1.05	반대말
안각	밭각	안각002	밭각001	명사	3.89	1.08	반대말
안갖은그림씨	완전형용사	안갖은그림씨001	완전형용사002	명사	3.52	1.22	반대말
안갖은남움직씨	완전타동사	안갖은남움직씨001	완전타동사002	명사	3.61	1.09	반대말
안갖은움직씨	완전동사	안갖은움직씨001	완전동사002	명사	3.67	1.09	반대말
안갖은제움직씨	완전자동사	안갖은제움직씨001	완전자동사002	명사	3.71	1.19	반대말
안갖춘꽃	완비화	안갖춘꽃001	완비화001	명사	3.64	1.14	반대말
안갖춘잎	완전엽	안갖춘잎001	완전엽001	명사	3.9	1.12	반대말
안깃	겉깃	안깃001	겉깃001	명사	4.02	1.05	반대말
안눈	곁눈	안눈001	곁눈001	명사	3.69	1.26	반대말
안눈	바깥눈	안눈001	바깥눈001	명사	3.99	1.1	반대말
안늙은이	바깥늙은이	안늙은이001	바깥늙은이001	명사	3.85	1.1	반대말
안다리	바깥다리	안다리001	바깥다리001	명사	4.08	1.05	반대말
안다리	밭다리	안다리001	밭다리001	명사	3.95	1.05	반대말
안동네	외촌	안동네001	외촌001	명사	3.48	1.29	반대말
안동정	겉동정	안동정001	겉동정001	명사	3.78	1.05	반대말
안되다	잘되다	안되다001	잘되다001	동사	4.06	1.05	반대말
안둘렛간	외진	안둘렛간001	외진001	명사	3.65	1.1	반대말
안둥근홀소리	원순모음	안둥근홀소리001	원순모음001	명사	3.62	1.1	반대말
안뜨기	겉뜨기	안뜨기001	겉뜨기001	명사	3.97	1.11	반대말
안뜨기코	겉뜨기코	안뜨기코001	겉뜨기코001	명사	3.99	1.01	반대말
안뜨기코	메리야스코	안뜨기코001	메리야스코001	명사	3.56	1.21	반대말
안마당	바깥마당	안마당001	바깥마당001	명사	4.01	1.07	반대말
안마당	밭마당	안마당001	밭마당001	명사	3.76	1.15	반대말
안마을	외촌	안마을001	외촌001	명사	3.66	1.23	반대말
안목	밖목	안목002	밖목001	명사	3.9	1.07	반대말
안문	겉문	안문002	겉문001	명사	3.86	1.09	반대말
안문	외문	안문002	외문005	명사	3.73	1.11	반대말
안바탕	겉바탕	안바탕001	겉바탕001	명사	3.87	1.09	반대말
안방	바깥방	안방002	바깥방001	명사	3.83	1.12	반대말
안벽	밭벽	안벽001	밭벽001	명사	3.71	1.14	반대말
안벽	외벽	안벽001	외벽001	명사	3.91	1.2	반대말
안봉투	겉봉	안봉투001	겉봉003	명사	3.84	1.21	반대말
안봉투	외봉	안봉투001	외봉001	명사	3.64	1.14	반대말
안사돈	밭사돈	안사돈001	밭사돈001	명사	3.72	1.15	반대말
안사람	바깥사람	안사람001	바깥사람001	명사	3.95	1.13	반대말
안사랑	바깥사랑	안사랑001	바깥사랑001	명사	3.95	1.08	반대말
안산	난산	안산002	난산002	명사	3.68	1.22	반대말
안산하다	난산하다	안산하다001	난산하다001	동사	3.79	1.13	반대말
안살림	바깥 살림	안살림001	바깥살림001	명사	4.09	0.97	반대말
안살림살이	바깥 살림	안살림살이001	바깥살림001	명사	3.81	1.18	반대말
안삼문	밭삼문	안삼문001	밭삼문001	명사	3.76	1.1	반대말
안상제	바깥상제	안상제001	바깥상제001	명사	3.89	1.15	반대말
안섶	겉섶	안섶001	겉섶001	명사	3.91	1.1	반대말
안소	마라소	안소001	마라소001	명사	3.47	1.33	반대말
안소	밧소	안소002	밧소001	명사	3.67	1.17	반대말
안소	밧소주방	안소002	밧소주방001	명사	3.64	1.23	반대말
안소	밭소주방	안소002	밭소주방001	명사	3.83	1.13	반대말
안소	외소주방	안소002	외소주방001	명사	3.76	1.2	반대말
안소주방	밧소	안소주방001	밧소001	명사	3.62	1.23	반대말
안소주방	밧소주방	안소주방001	밧소주방001	명사	3.86	1.06	반대말
안소주방	밭소주방	안소주방001	밭소주방001	명사	3.82	1.21	반대말
안소주방	외소주방	안소주방001	외소주방001	명사	3.87	1.15	반대말
안손	바깥손님	안손001	바깥손님001	명사	3.84	1.07	반대말
안손님	사랑손님	안손님001	사랑손님002	명사	3.89	1.14	반대말
안손님	외객	안손님001	외객001	명사	3.63	1.25	반대말
안심부름	바깥심부름	안심부름002	바깥심부름001	명사	3.82	1.21	반대말
안심부름하다	바깥심부름하다	안심부름하다001	바깥심부름하다002	동사	3.9	1.07	반대말
안심부름하다	바깥심부름하다	안심부름하다002	바깥심부름하다001	동사	3.75	1.2	반대말
안양반	바깥주인	안양반001	바깥주인001	명사	3.55	1.24	반대말
안양반	밖	안양반001	밖006	명사	3.44	1.26	반대말
안어울림음	어울림음	안어울림음001	어울림음001	명사	3.91	1.13	반대말
안어울림음	콘소넌스	안어울림음001	콘소넌스001	명사	3.61	1.16	반대말
안어울림음	협화음	안어울림음001	협화음001	명사	3.6	1.11	반대말
안여닫이	밖여닫이	안여닫이001	밖여닫이001	명사	3.82	1.16	반대말
안옷	바깥옷	안옷002	바깥옷001	명사	3.97	1.14	반대말
안옹근이름씨	실질명사	안옹근이름씨001	실질명사002	명사	3.67	1.08	반대말
안옹근이름씨	옹근이름씨	안옹근이름씨001	옹근이름씨001	명사	3.75	1.03	반대말
안옹근이름씨	완전명사	안옹근이름씨001	완전명사001	명사	3.74	1.14	반대말
안옹근이름씨	자립명사	안옹근이름씨001	자립명사001	명사	3.66	1.09	반대말
안울림소리	목청울림소리	안울림소리001	목청울림소리001	명사	3.62	1.11	반대말
안울림소리	탁음	안울림소리001	탁음001	명사	3.4	1.25	반대말
안울림소리	흐린소리	안울림소리001	흐린소리001	명사	3.56	1.19	반대말
안자락	겉자락	안자락001	겉자락001	명사	3.9	1.05	반대말
안전	내전	안전002	내전003	명사	3.53	1.29	반대말
안전	중궁전	안전002	중궁전001	명사	3.62	1.23	반대말
안전	중전	안전002	중전002	명사	3.62	1.11	반대말
안주머니	겉주머니	안주머니001	겉주머니001	명사	3.88	1.21	반대말
안주인	바깥주인	안주인001	바깥주인001	명사	4.03	1.03	반대말
안주인	밖	안주인001	밖006	명사	3.33	1.34	반대말
안주인	밖주인	안주인001	밖주인001	명사	3.91	1.16	반대말
안주인	밭주인	안주인001	밭주인001	명사	3.67	1.2	반대말
안주인	사랑양반	안주인001	사랑양반001	명사	3.57	1.28	반대말
안주인	외주인	안주인001	외주인001	명사	3.81	1.22	반대말
안지름	바깥지름	안지름001	바깥지름001	명사	3.82	1.14	반대말
안지름	외경	안지름001	외경001	명사	3.84	1.11	반대말
안짝	바깥짝	안짝001	바깥짝002	명사	3.93	0.98	반대말
안짝	바깥짝	안짝003	바깥짝003	명사	4.11	1	반대말
안쪽	외측	안쪽001	외측001	명사	3.82	1.13	반대말
안쪽깃	외판	안쪽깃001	외판003	명사	3.9	1.07	반대말
안촉	외촉	안촉001	외촉001	명사	3.97	1.01	반대말
안측	외측	안측001	외측001	명사	3.97	1.03	반대말
안층	바깥층	안층001	바깥층001	명사	4.06	1	반대말
안층	외층	안층001	외층001	명사	3.94	1.11	반대말
안통	밭쪽	안통003	밭쪽001	명사	3.83	1.14	반대말
안통	외방	안통003	외방004	명사	3.68	1.13	반대말
안판	겉판	안판001	겉판001	명사	3.82	1.07	반대말
앉은장사	행고	앉은장사001	행고002	명사	3.65	1.14	반대말
앉은장사	행상	앉은장사001	행상004	명사	3.52	1.25	반대말
앉은장수	행상	앉은장수001	행상005	명사	3.56	1.15	반대말
앉은장수	행상꾼	앉은장수001	행상꾼001	명사	3.59	1.16	반대말
앉은장수	행상인	앉은장수001	행상인001	명사	3.63	1.22	반대말
앉은절	선절	앉은절001	선절001	명사	3.72	1.19	반대말
앉은키	선키	앉은키001	선키001	명사	3.91	1.11	반대말
알	정자	알002	정자017	명사	3	1.37	반대말
알	정충	알002	정충004	명사	3.43	1.27	반대말
알다	모르다	알다005	모르다003	동사	4.23	0.99	반대말
알레르기	무반응	알레르기001	무반응002	명사	3.5	1.15	반대말
알밤	송이밤	알밤001	송이밤001	명사	3.29	1.31	반대말
알칼리증	산증	알칼리증001	산증002	명사	3.73	1.17	반대말
암거	겉도랑	암거001	겉도랑001	명사	3.44	1.32	반대말
암거미	수거미	암거미001	수거미001	명사	4	0.99	반대말
암고양이	수고양이	암고양이001	수고양이001	명사	3.99	1.18	반대말
암곰	수곰	암곰001	수곰001	명사	4	1.1	반대말
암구렁이	수구렁이	암구렁이001	수구렁이001	명사	3.92	1.11	반대말
암까마귀	수까마귀	암까마귀001	수까마귀001	명사	4.07	0.98	반대말
암꽃선숙	웅예선숙	암꽃선숙001	웅예선숙001	명사	3.79	1.13	반대말
암꽃술	웅예	암꽃술001	웅예001	명사	3.47	1.3	반대말
암꿈	수꿈	암꿈001	수꿈001	명사	3.64	1.25	반대말
암나귀	수탕나귀	암나귀001	수탕나귀001	명사	3.84	1.11	반대말
암나방	수나방	암나방001	수나방001	명사	3.96	1.09	반대말
암나비	수나비	암나비001	수나비001	명사	3.88	1.14	반대말
암나사	수나사	암나사001	수나사001	명사	3.97	1.08	반대말
암나사끌	수나사끌	암나사끌001	수나사끌001	명사	3.76	1.1	반대말
암노루	수노루	암노루001	수노루001	명사	3.98	1.14	반대말
암놈	수놈	암놈001	수놈001	명사	4.11	1.04	반대말
암말	수말	암말001	수말001	명사	4.02	1.09	반대말
암면	광명면	암면002	광명면001	명사	3.78	1.19	반대말
암무지개	수무지개	암무지개001	수무지개001	명사	3.73	1.05	반대말
암묵지	명시지	암묵지001	명시지001	명사	3.74	1.12	반대말
암반응	명반응	암반응001	명반응001	명사	3.88	1.15	반대말
암배우자	웅성배우자	암배우자001	웅성배우자001	명사	3.6	1.17	반대말
암벌	웅봉	암벌001	웅봉001	명사	3.77	1.16	반대말
암범	수범	암범001	수범001	명사	3.99	1	반대말
암비둘기	수비둘기	암비둘기001	수비둘기001	명사	4.03	1.04	반대말
암사슴	수사슴	암사슴001	수사슴001	명사	4.08	1	반대말
암산	붓셈	암산001	붓셈001	명사	3.67	1.07	반대말
암산	필산	암산001	필산002	명사	3.81	1.15	반대말
암새	수새	암새001	수새001	명사	3.86	1.13	반대말
암새	웅조	암새001	웅조001	명사	3.67	1.18	반대말
암색	명색	암색001	명색005	명사	3.63	1.19	반대말
암송아지	수송아지	암송아지001	수송아지001	명사	4.02	1.05	반대말
암쇠	수쇠	암쇠001	수쇠001	명사	4.04	1.01	반대말
암수딴그루	암수같은그루	암수딴그루001	암수같은그루001	명사	3.74	1.17	반대말
암수딴그루	자웅동주	암수딴그루001	자웅동주001	명사	3.84	1.14	반대말
암수딴몸	자웅동체	암수딴몸001	자웅동체001	명사	3.98	1.03	반대말
암수한그루	암수다른그루	암수한그루001	암수다른그루001	명사	3.79	1.04	반대말
암수한그루	암수딴그루	암수한그루001	암수딴그루001	명사	3.71	1.18	반대말
암수한그루	암수딴그루식물	암수한그루001	암수딴그루식물001	명사	3.75	1.14	반대말
암수한그루	자웅이주	암수한그루001	자웅이주001	명사	3.62	1.27	반대말
암수한몸	암수딴몸	암수한몸001	암수딴몸001	명사	3.8	1.11	반대말
암수한몸	자웅이체	암수한몸001	자웅이체001	명사	3.72	1.27	반대말
암술	수꽃술	암술001	수꽃술001	명사	3.59	1.29	반대말
암술	수술	암술001	수술001	명사	3.89	1.2	반대말
암술	웅예	암술001	웅예001	명사	3.43	1.3	반대말
암술선숙	웅예선숙	암술선숙001	웅예선숙001	명사	3.7	1.07	반대말
암양	저양	암양001	저양001	명사	3.84	1.18	반대말
암은행나무	수은행나무	암은행나무001	수은행나무001	명사	3.88	1.18	반대말
암전	라이트체인지	암전005	라이트체인지001	명사	3.46	1.3	반대말
암전	명전	암전005	명전003	명사	3.83	1.1	반대말
암짝	수짝	암짝001	수짝001	명사	3.95	1.15	반대말
암쪽	수쪽	암쪽001	수쪽001	명사	4.03	1.11	반대말
암청색	명청색	암청색001	명청색001	명사	3.71	1.16	반대말
암체	빛물체	암체001	빛물체001	명사	3.94	1.12	반대말
암캐	수캐	암캐001	수캐001	명사	4.08	1.02	반대말
암컷	웅성	암컷001	웅성002	명사	3.35	1.37	반대말
암컷화	수컷화	암컷화001	수컷화001	명사	3.91	1.16	반대말
암키와	수키와	암키와001	수키와001	명사	3.93	1.17	반대말
암키왓장	수키왓장	암키왓장001	수키왓장001	명사	3.92	1.1	반대말
암탄	휘탄	암탄001	휘탄001	명사	3.68	1.21	반대말
암탉	수탉	암탉001	수탉001	명사	4	1.14	반대말
암탉	웅계	암탉001	웅계001	명사	3.82	1.17	반대말
암퇘지	수퇘지	암퇘지001	수퇘지001	명사	3.9	1.21	반대말
암평아리	수평	암평아리001	수평001	명사	3.9	1.06	반대말
암흑연하다	광명하다	암흑연하다001	광명하다001	형용사	3.81	1.18	반대말
암흑하다	광명하다	암흑하다001	광명하다001	형용사	3.95	1.1	반대말
압축	희석	압축002	희석002	명사	3.62	1.21	반대말
앙각	내려간각	앙각001	내려간각001	명사	3.5	1.13	반대말
앙각	내려본각	앙각001	내려본각001	명사	3.55	1.16	반대말
앙각	부각	앙각001	부각003	명사	3.79	1.17	반대말
앙각	침하각	앙각001	침하각001	명사	3.71	1.2	반대말
앙귀	하락	앙귀001	하락001	명사	3.73	1.14	반대말
앙등	하락	앙등001	하락001	명사	3.7	1.17	반대말
앙련	수련	앙련001	수련004	명사	3.82	1.14	반대말
앙서	수서	앙서001	수서001	명사	3.84	1.11	반대말
앙신	해신	앙신001	해신002	명사	3.53	1.07	반대말
앙와	수키와	앙와001	수키와001	명사	3.08	1.24	반대말
앙혼	강혼	앙혼001	강혼002	명사	3.44	1.25	반대말
앙혼	낙혼	앙혼001	낙혼001	명사	3.6	1.22	반대말
앞가르마	뒷가르마	앞가르마001	뒷가르마001	명사	3.93	1	반대말
앞가리개	뒷가리개	앞가리개001	뒷가리개001	명사	4	1.16	반대말
앞가리개	후륜	앞가리개001	후륜002	명사	3.15	1.24	반대말
앞거리	뒷거리	앞거리001	뒷거리001	명사	4.08	1.01	반대말
앞그루	후작	앞그루001	후작004	명사	3.49	1.23	반대말
앞기약	뒷기약	앞기약001	뒷기약001	명사	3.73	1.2	반대말
앞동산	뒷동산	앞동산001	뒷동산001	명사	4.05	1.04	반대말
앞들	뒷들	앞들001	뒷들001	명사	3.95	1.16	반대말
앞들	뒷벌	앞들001	뒷벌001	명사	3.68	1.14	반대말
앞뜰	뒷마당	앞뜰001	뒷마당001	명사	3.91	1.12	반대말
앞마구리	뒤채	앞마구리001	뒤채003	명사	3.7	1.05	반대말
앞마당	뒷마당	앞마당001	뒷마당001	명사	4.16	0.92	반대말
앞마디	뒷마디	앞마디001	뒷마디001	명사	3.95	1.07	반대말
앞말	뒷말	앞말001	뒷말001	명사	4.05	1.09	반대말
앞머리	뒤통수	앞머리001	뒤통수001	명사	3.68	1.27	반대말
앞머리	뒷골	앞머리001	뒷골001	명사	3.29	1.3	반대말
앞면	뒷면	앞면001	뒷면001	명사	4.23	0.93	반대말
앞면	이면	앞면001	이면001	명사	3.69	1.22	반대말
앞모양	뒷모양	앞모양001	뒷모양001	명사	4.1	1.02	반대말
앞몸	후반신	앞몸001	후반신001	명사	3.83	1.09	반대말
앞문	뒷문	앞문001	뒷문001	명사	4.18	0.95	반대말
앞바다	먼바다	앞바다001	먼바다001	명사	3.77	1.22	반대말
앞바다	원해	앞바다001	원해001	명사	3.83	1.17	반대말
앞바다	먼바다	앞바다002	먼바다002	명사	3.87	1.08	반대말
앞바닥	뒷바닥	앞바닥001	뒷바닥001	명사	4.08	1.11	반대말
앞바람	순풍	앞바람002	순풍003	명사	3.5	1.19	반대말
앞바퀴	뒷바퀴	앞바퀴001	뒷바퀴001	명사	4.22	0.93	반대말
앞발	후족	앞발001	후족001	명사	3.75	1.11	반대말
앞발굽	뒷발굽	앞발굽001	뒷발굽001	명사	4.13	1.04	반대말
앞발목뼈	뒷발목뼈	앞발목뼈001	뒷발목뼈001	명사	3.86	1.09	반대말
앞발질	뒷발길질	앞발질002	뒷발길질002	명사	3.99	1.13	반대말
앞발질	뒷발질	앞발질002	뒷발질002	명사	4.03	1.13	반대말
앞발질하다	뒷발길질하다	앞발질하다002	뒷발길질하다002	동사	3.92	1.03	반대말
앞부분	뒷부분	앞부분001	뒷부분001	명사	4.11	1.06	반대말
앞소리	받는소리	앞소리001	받는소리001	명사	3.76	1.13	반대말
앞숫구멍	후두천문	앞숫구멍001	후두천문001	명사	3.34	1.12	반대말
앞여밈	뒤여밈	앞여밈001	뒤여밈001	명사	4.05	1.06	반대말
앞죽	뒷죽	앞죽001	뒷죽001	명사	3.94	1.07	반대말
앞짱구	뒤짱구	앞짱구001	뒤짱구001	명사	3.94	1.11	반대말
앞쪽	뒤쪽	앞쪽001	뒤쪽001	명사	4.25	0.96	반대말
앞쪽	후방	앞쪽001	후방001	명사	3.81	1.11	반대말
앞쪽	후편	앞쪽001	후편001	명사	4	1.04	반대말
앞차	뒤차	앞차001	뒤차002	명사	4.12	1.04	반대말
앞창	뒤창	앞창001	뒤창001	명사	4.09	1.05	반대말
앞채	뒤채	앞채002	뒤채002	명사	3.98	1.12	반대말
앞채	뒤채	앞채003	뒤채003	명사	4.04	1.03	반대말
앞치배	뒤치배	앞치배001	뒤치배001	명사	3.74	1.12	반대말
앞치배	뒤치배	앞치배002	뒤치배002	명사	3.98	1.03	반대말
앞태	뒤태	앞태001	뒤태001	명사	4.13	1.01	반대말
앞폭	뒤폭	앞폭001	뒤폭001	명사	4.1	1.01	반대말
앞폭	후폭	앞폭001	후폭001	명사	3.72	1.1	반대말
앞표지	뒤표지	앞표지001	뒤표지001	명사	4.17	0.97	반대말
애기	애타	애기004	애타001	명사	3.74	1.2	반대말
애기하다	애타하다	애기하다001	애타하다001	동사	3.61	1.28	반대말
애노드	마이너스	애노드001	마이너스002	명사	3.27	1.33	반대말
애노드	마이너스극	애노드001	마이너스극001	명사	3.26	1.19	반대말
애아버지	애어머니	애아버지001	애어머니001	명사	3.79	1.19	반대말
애아버지	애어머니	애아버지002	애어머니002	명사	3.77	1.18	반대말
애아범	애어멈	애아범001	애어멈001	명사	3.88	1.11	반대말
애아범	애어멈	애아범002	애어멈002	명사	3.85	1.05	반대말
애아범	애어멈	애아범003	애어멈003	명사	3.75	1.2	반대말
애아비	애어미	애아비001	애어미001	명사	3.94	1.11	반대말
애인	애기	애인004	애기004	명사	3.52	1.33	반대말
애제	애형	애제003	애형001	명사	3.61	1.15	반대말
애초	종극	애초001	종극001	명사	3.94	1.1	반대말
애타심	애기심	애타심001	애기심001	명사	3.74	1.17	반대말
액내	액외	액내001	액외001	명사	4.03	1.06	반대말
액면주	무액면주식	액면주001	무액면주식001	명사	3.86	1.03	반대말
액면주	비례주	액면주001	비례주001	명사	3.65	1.22	반대말
액외	액내	액외002	액내002	명사	4.03	1.01	반대말
액운	길운	액운001	길운001	명사	4.09	1.03	반대말
액운	수	액운001	수034	명사	3.5	1.27	반대말
액운	이운	액운001	이운001	명사	3.9	1.16	반대말
야	여	야011	여025	명사	4.01	1.12	반대말
야	여당	야011	여당001	명사	3.86	1.16	반대말
야	정부당	야011	정부당001	명사	3.66	1.14	반대말
야권	비야권	야권001	비야권001	명사	4	1.09	반대말
야근	일근	야근001	일근003	명사	3.67	1.24	반대말
야당	여	야당001	여025	명사	3.84	1.15	반대말
야당	정부당	야당001	정부당001	명사	3.74	1.1	반대말
야당권	비야권	야당권001	비야권001	명사	3.78	1.16	반대말
야당인	여당인	야당인001	여당인001	명사	4.04	1.13	반대말
야류	산류	야류003	산류002	명사	3.6	1.3	반대말
야외극	실내극	야외극001	실내극001	명사	4.05	1.06	반대말
약국	강국	약국001	강국001	명사	4.06	1.01	반대말
약국	강방	약국001	강방001	명사	3.82	1.14	반대말
약군	강군	약군001	강군004	명사	4.03	1.06	반대말
약병	강병	약병001	강병003	명사	3.94	1.07	반대말
약병	경병	약병001	경병002	명사	3.7	1.21	반대말
약병	경사	약병001	경사004	명사	3.81	1.16	반대말
약병아리	노계	약병아리001	노계001	명사	3.82	1.21	반대말
약산	강산	약산001	강산003	명사	3.78	1.24	반대말
약산	강한산	약산001	강한산001	명사	3.66	1.07	반대말
약세	강세	약세001	강세003	명사	4.17	0.96	반대말
약세	강세	약세002	강세004	명사	4.34	0.9	반대말
약연사	강연사	약연사001	강연사001	명사	3.64	1.11	반대말
약염기	강알칼리	약염기001	강알칼리001	명사	3.46	1.29	반대말
약염기	강염기	약염기001	강염기001	명사	3.7	1.29	반대말
약염기	센염기	약염기001	센염기001	명사	3.92	1.04	반대말
약전	강전	약전003	강전001	명사	3.94	1.07	반대말
약졸	경병	약졸001	경병002	명사	3.57	1.2	반대말
약졸	경졸	약졸001	경졸001	명사	3.85	1.17	반대말
약졸	부병	약졸001	부병004	명사	3.59	1.18	반대말
약하다	강하다	약하다004	강하다005	형용사	4.2	0.98	반대말
약하디약하다	강하디강하다	약하디약하다001	강하디강하다001	형용사	4.17	0.99	반대말
약혼녀	약혼남	약혼녀001	약혼남001	명사	3.78	1.27	반대말
약화	강화	약화001	강화004	명사	4.09	1.02	반대말
얇디얇다	두껍디두껍다	얇디얇다001	두껍디두껍다001	형용사	4.27	0.89	반대말
양	마이너스극	양023	마이너스극001	명사	3.69	1.16	반대말
양	음	양023	음012	명사	4.16	1.04	반대말
양	음극	양023	음극002	명사	3.8	1.11	반대말
양	음전극	양023	음전극001	명사	3.82	1.14	반대말
양	음	양024	음013	명사	4.14	1.05	반대말
양	음	양025	음014	명사	3.93	1.03	반대말
양	음	양026	음015	명사	4.09	1.06	반대말
양	질	양027	질010	명사	3.88	1.14	반대말
양각	음각	양각008	음각002	명사	4.08	1.06	반대말
양각되다	음각되다	양각되다001	음각되다001	동사	4.11	1.05	반대말
양건법	그늘말림법	양건법001	그늘말림법001	명사	3.71	1.08	반대말
양건법	음건법	양건법001	음건법001	명사	3.84	1.06	반대말
양괘	음괘	양괘001	음괘001	명사	4.02	1.05	반대말
양극	마이너스	양극004	마이너스002	명사	3.84	1.22	반대말
양극	마이너스극	양극004	마이너스극001	명사	3.91	1.1	반대말
양극	음	양극004	음012	명사	3.63	1.21	반대말
양극	음극	양극004	음극002	명사	4.02	1.08	반대말
양극	음전극	양극004	음전극001	명사	3.67	1.24	반대말
양기	음기	양기010	음기003	명사	4.08	1.05	반대말
양년	양놈	양년001	양놈001	명사	3.62	1.28	반대말
양달	음지	양달001	음지003	명사	4.03	1.03	반대말
양달	응달	양달001	응달001	명사	3.95	1.1	반대말
양달건조	그늘말림	양달건조001	그늘말림001	명사	3.83	1.03	반대말
양달건조	음건	양달건조002	음건001	명사	3.7	1.23	반대말
양달쪽	음지쪽	양달쪽001	음지쪽001	명사	3.91	1.07	반대말
양달쪽	응달쪽	양달쪽001	응달쪽001	명사	3.89	1.1	반대말
양덕	후덕	양덕002	후덕001	명사	3.91	1.16	반대말
양덕	음덕	양덕004	음덕001	명사	3.79	1.19	반대말
양덕하다	덕후하다	양덕하다001	덕후하다001	형용사	3.88	1.14	반대말
양덕하다	후덕하다	양덕하다001	후덕하다001	형용사	3.87	1.08	반대말
양도	음도	양도013	음도005	명사	3.95	1.07	반대말
